ASV	Acanthamunnopsis3	Cyclothone1	Cyclothone2	Cyclothone3	Cyclothone4	Euphausia1	Euphausia2	Euphausia3	Euphausia4	Stenobrachius1	Stenobrachius2	Stenobrachius3	Stenobrachius4	Poeobius1	Poeobius3	Eusergestes1	Eusergestes2	Eusergestes4
Zotu1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu50	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Zotu1210	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0
Zotu510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0
Zotu812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
Zotu903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0
Zotu914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
Zotu758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Zotu1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu182	0	0	0	0	0	0	20	0	3	141	0	0	0	0	0	0	177	0
Zotu251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu280	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	96	0
Zotu614	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Zotu2185	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
Zotu1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1697	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Zotu1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
Zotu1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
Zotu1902	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0
Zotu1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
Zotu1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu408	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0
Zotu2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85
Zotu790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0
Zotu997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1654	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	25
Zotu1343	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1778	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0
Zotu1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
Zotu1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
Zotu1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
Zotu651	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0	27	0
Zotu861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu325	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	43	138
Zotu712	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	99	0
Zotu998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
Zotu1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu171	0	33	0	0	0	4	12	228	8	0	0	0	10	0	0	0	9	0
Zotu401	0	23	0	0	0	5	0	17	8	0	0	0	0	0	0	0	1	0
Zotu464	0	14	0	0	0	0	0	58	11	0	0	0	0	0	0	0	0	0
Zotu850	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu125	212	16	176	178	72	0	0	0	0	0	0	80	46	0	0	204	0	0
Zotu720	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu561	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu211	0	0	0	0	0	0	15	192	13	0	0	0	0	0	0	0	0	0
Zotu416	0	0	107	22	0	0	0	0	0	0	0	0	0	0	0	99	0	0
Zotu70	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14	1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu161	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0
Zotu2292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu31	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Zotu53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu73	0	0	0	0	0	0	4346	135	0	0	0	0	8	0	0	0	0	0
Zotu747	0	25	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Zotu565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
Zotu1036	6	0	0	18	17	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu55	2028	0	329	1583	287	10	3	0	0	0	19	133	291	0	0	0	0	7
Zotu794	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1288	0	0	0	0	0	2	33	22	11	0	0	0	0	0	0	0	0	0
Zotu507	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0
Zotu547	0	0	61	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu877	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Zotu455	30	18	0	0	97	0	0	0	0	0	0	0	0	0	0	67	0	0
Zotu1194	0	57	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
Zotu1942	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu2228	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
Zotu43	2954	16	707	1937	428	7	22	0	0	0	4	66	380	0	0	530	0	100
Zotu438	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	229	0	0
Zotu503	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu679	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1213	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
Zotu1486	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu214	0	0	0	50	3	0	0	36	0	0	0	0	0	0	0	455	0	0
Zotu342	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu892	0	0	12	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu245	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	527	0	0
Zotu3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1841	0	8	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Zotu66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Zotu866	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu159	0	0	63	230	3	0	1	83	0	0	31	0	0	0	0	0	0	0
Zotu552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu560	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu584	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu762	59	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
Zotu2057	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0
Zotu630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu366	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68
Zotu1048	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Zotu338	92	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu936	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1535	6	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu994	0	8	0	0	1	0	1	0	1	0	0	0	0	0	0	0	72	0
Zotu739	108	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1362	0	0	48	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2148	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu413	0	7	1	0	0	0	0	0	0	73	0	32	0	0	0	0	0	2
Zotu807	10	0	0	0	2	0	0	0	0	0	0	0	19	0	0	0	0	0
Zotu1615	0	4	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1183	0	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2135	0	1	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu388	55	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu592	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1321	0	12	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0
Zotu142	231	0	175	96	56	0	0	0	0	0	0	0	35	0	0	0	0	0
Zotu402	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu571	0	2	3	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu612	0	31	0	0	3	0	0	69	0	0	0	0	0	0	0	0	0	0
Zotu683	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1113	68	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1160	0	0	3	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1188	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1205	1	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1267	21	0	0	37	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1289	43	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1378	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1397	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1430	22	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1506	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1544	1	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1555	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu165	172	0	164	33	21	0	0	0	0	0	0	0	37	0	0	0	0	0
Zotu1662	28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1831	0	0	10	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1857	0	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1996	0	0	0	0	1	0	0	0	0	0	0	0	25	0	0	0	0	0
Zotu2031	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu29	4030	0	991	3461	1548	15	63	0	0	0	0	410	480	0	0	0	0	318
Zotu30	3633	0	1046	3061	1462	16	45	0	0	194	0	0	522	0	41	0	0	97
Zotu341	36	0	0	24	14	0	0	0	0	0	0	0	37	0	0	0	0	0
Zotu355	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
Zotu429	0	71	0	0	2	0	0	0	0	0	0	0	0	0	0	149	0	0
Zotu433	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96
Zotu461	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu490	0	0	1	19	2	0	0	0	0	0	0	42	0	0	0	0	0	26
Zotu514	2	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu568	0	0	0	27	63	0	0	0	0	0	23	0	0	0	0	0	0	0
Zotu569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu594	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	37
Zotu631	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu643	56	0	25	11	1	0	0	0	0	0	0	0	0	0	0	0	0	13
Zotu664	119	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu682	0	0	0	56	0	0	0	0	0	0	0	58	0	0	0	0	0	0
Zotu750	0	0	57	53	0	2	0	2	0	0	0	0	0	0	0	0	0	0
Zotu754	107	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Zotu766	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu898	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Zotu1894	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu472	0	20	0	0	12	0	0	0	0	0	0	0	0	0	0	167	0	0
Zotu469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1911	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1012	0	0	35	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1565	0	0	37	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1950	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu350	134	0	0	85	99	0	0	0	0	0	0	0	31	0	0	0	0	0
Zotu858	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	101	0	0
Zotu1017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1030	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1054	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1098	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu113	509	0	240	490	55	3	21	0	0	0	0	132	39	0	0	0	0	48
Zotu1226	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1299	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1357	0	16	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1368	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1390	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu1549	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu1588	0	0	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17	1	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Zotu1746	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1767	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1868	0	0	0	25	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Zotu223	140	0	106	5	124	0	0	0	0	0	0	0	15	0	0	2	0	0
Zotu227	9	0	188	48	177	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2312	3	0	0	64	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2324	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9
Zotu274	44	0	46	37	34	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu324	132	0	31	73	6	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	39
Zotu356	10	0	0	41	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Zotu420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu423	27	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu431	71	0	0	3	0	0	0	0	0	0	0	0	11	0	0	0	0	0
Zotu447	44	0	0	61	0	0	0	0	1	0	0	77	0	0	0	0	0	0
Zotu462	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu515	104	0	0	0	45	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu554	0	0	73	56	0	0	0	0	0	0	0	12	0	0	0	0	0	0
Zotu655	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu686	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12
Zotu759	41	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu796	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu798	0	0	66	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu829	53	0	0	25	20	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu928	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
Zotu1843	0	0	0	0	1	0	0	0	0	0	21	0	0	0	0	0	0	0
Zotu1124	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu968	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu884	0	0	0	7	0	0	0	0	0	0	0	68	0	0	0	0	0	0
Zotu1015	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Zotu146	406	0	0	184	25	2	0	0	0	0	0	38	25	0	0	0	0	0
Zotu1471	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu644	114	0	0	28	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu707	4	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1291	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Zotu778	0	0	59	0	12	0	0	0	0	0	0	0	17	0	0	0	0	0
Zotu115	155	0	83	252	246	0	0	0	0	0	0	0	29	0	0	0	0	0
Zotu1346	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2105	0	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu406	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1534	0	0	0	47	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu1724	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu645	0	1	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu856	0	0	0	88	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu1187	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1197	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1354	1	0	0	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu181	114	0	0	119	133	2	0	0	0	0	0	32	0	0	0	0	0	15
Zotu190	435	0	15	221	18	0	0	0	0	0	0	70	39	0	0	0	0	0
Zotu277	303	0	0	37	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu339	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	155	0	62
Zotu376	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu417	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu476	0	0	63	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu784	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu93	1039	0	26	611	148	2	0	0	0	0	0	0	53	0	0	0	0	9
Zotu740	0	0	0	0	0	0	0	0	0	14	0	29	27	0	0	0	0	0
Zotu1696	0	18	31	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu1872	0	27	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
Zotu675	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2386	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu243	8	0	0	116	21	1	0	0	0	0	0	0	54	0	0	0	0	0
Zotu519	0	0	0	33	56	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1450	1	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113
Zotu2257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1373	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu497	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu996	53	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1971	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu346	63	0	77	100	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu698	52	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1239	1	0	50	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu2061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0
Zotu724	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
Zotu1504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1033	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1304	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
Zotu386	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0
Zotu1150	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu432	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	64	0
Zotu1577	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1528	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0
Zotu1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu315	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	189	0
Zotu400	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	163	0
Zotu558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1074	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	49	0
Zotu1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
Zotu1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0
Zotu128	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985	16
Zotu1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1300	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0
Zotu1637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0
Zotu1744	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Zotu1780	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	102
Zotu1923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
Zotu209	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	27
Zotu2186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	0
Zotu370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Zotu404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Zotu516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	1
Zotu603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	27	0
Zotu620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	35
Zotu722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	9
Zotu728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Zotu818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0
Zotu834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	39
Zotu879	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	88	0
Zotu925	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Zotu1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu168	0	0	0	0	0	19	10	89	751	0	0	0	0	0	0	0	0	0
Zotu205	0	0	0	27	0	216	106	73	15	0	42	95	0	0	0	0	0	0
Zotu2259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1149	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
